,artist_name,song_name,lyrics
1650,B.A.P,대박사건 (Crash),"말도 안 돼 정말 완벽해
숨이 가빠 이건 반칙인걸
너의 눈 그 입 그 모든 게
나의 마음을 다 흔들어 놓은걸
잊지 못할 그녀의 첫 느낌에
바보처럼 빼앗긴 맘
내 가슴이 고장난 것처럼
난 사랑에 불이 나고
심장만 쿵쾅 쿵쾅 뛰고 또 뛰고
제발 살려줘
you're my girl
Help me help me help me
널 보면 숨이 가빠
Help me help me help me
널 보면 눈이 부셔
심장만 쿵쾅 쿵쾅 뛰고 널 찾고
Where you are
널 기다려
너너너 널 이제 만난 건
아 진짜 대박사건
아무리 봐도 널 알고 싶어
코난이 돼 내 마음모를껄
난 자꾸 널 생각해 걸
내 첫사랑도 잊게 했어 넌
계속 니가 가라고 해도
난 니가 다라고 말하고 말테야
Cause I Love You Girl
잊지 못할 그녀의 첫 느낌에
바보처럼 빼앗긴 맘 내
가슴이 고장난 것처럼
난 사랑에 불이 나고
심장만 쿵쾅 쿵쾅 뛰고 또 뛰고
제발 살려줘 you're my girl
Help me help me help me
널 보면 숨이 가빠
Help me help me help me
널 보면 눈이 부셔
심장만 쿵쾅 쿵쾅 뛰고 널 찾고
Where you are
널 기다려
나 나 나 나 나 나 나 나
나 나 나 나 나 나 나 나
나 나 나 나 나
나 나 나 나 나
나 나 나 나 나
나 나 나 나 나
잡힐듯 하다가도 멀어지는 그녀
나에게 부디 한번 기회를 제발 주렴
내 맘이 들린다면 대답해요 나에게
가슴이 고장난 것처럼
난 사랑에 불이 나고
심장만 쿵쾅 쿵쾅 뛰고 또 뛰고
제발 살려줘
you're my girl
Help me help me help me
널 보면 숨이 가빠
Help me help me help me
널 보면 눈이 부셔
심장만 쿵쾅 쿵쾅 뛰고 널 찾고
Where you are
널 기다려"
1651,하우두유둘 (유재석 & 유희열),Please Don't Go My Girl (Feat. 김조한),"그대 향기 그대 미소
you are my No1
내 기억 속 그댄 No1
하우 두 유 두 오 베이베
뜨거웠던 그대 체온 you are
always on my mind
달콤했던 키스 on my mind
Deep deep deep deep baby
Please dont go my girl
우리 이별하는 날 오 노
눈물로 밤을 지새우고 살아도
사는 게 아닌걸
아무것도 먹질 못해 입만 튀어나와
Please dont go my girl
정말 날 지웠나요 오 예
밤새 보낸 메시지 옆 1번은 그대로
답장을 원해 원해 그대를 원해 원해
그대의 사랑을 원해 제발
약속해요 원 나한테 전화하지 않기
약속해요 투 심심해도 내
생각은 않기
약속해요 쓰리 파도타고
들어오지 않기
내 마지막 부탁은 단 하나
Please dont go my girl
I love you
그대 향기 그대 미소 you are my No1
내 기억 속 그댄 No1
하우 두 유 두 오 베이베
요 오늘은 우리의 마지막 이별의 날
마지막 너를 바래다주는 슬픔의 밤
내일 하루만 더 만나주면 안 돼
그러면 진짜 너와 헤어져 줄게
저 문을 열고 들어가면 다신
못 볼 텐데
키스를 원해 원해 한 번만
원해 원해
안 들어가면 안 돼요 제발
약속해요 원 나한테 전화하지 않기
약속해요 투 심심해도
내 생각은 않기
약속해요 쓰리 파도타고
들어오지 않기
내 마지막 부탁은 단 하나
Please dont go my girl
I love you
약속할게 원 주변에 니 험담하지
않을게
약속할게 투 험담 안하기 힘들지만
지킬게
약속할게 쓰리 너의 행복 진심으로
빌게
내 마지막 소원은 단 하나
Please dont go my girl
이젠 안녕
I love you"
1652,허각,하늘을 달리다,"두근거렸지
누군가 나의 뒤를 쫓고 있었고
검은 절벽 끝
더 이상 발 디딜 곳 하나 없었지
자꾸 목이 메어
간절히 네 이름을 되뇌었을 때
귓가에 울리는 그대의 뜨거운 목소리
그게 나의 구원이었어
마른하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아 내린다고 해도
내 맘 그대 마음속으로
영원토록 달려갈거야

내가 미웠지
난 결국 이것밖에 안 돼 보였고
오랜 꿈들이
공허한 어린 날의 착각 같았지
울먹임을 참고
남몰래 네 이름을 속삭였을 때
귓가에 울리는 그대의 뜨거운 목소리
그게나의 희망이었어
마른하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아 내린다고 해도
내 맘 그대 마음속으로
영원토록 달려갈거야
허약한 내 영혼에 힘을
날개를 달 수 있다면

마른하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아 내린다고 해도
내 맘 그대 마음속으로
영원토록 달려갈거야"
1653,미쓰에이,Bad Girl Good Girl,"You don't know me

You don't know me

You don't know me

You don't know me

So shut off boy

So shut off boy

So shut off boy

So shut off shut off

앞에선 한마디도 못하더니

뒤에선 내 얘길 안 좋게 해

참 어이가 없어

Hello hello hello

나 같은 여잔 처음

으로 으로 으로

본 것 같은데 왜 나를 판단하니

내가 혹시 두려운 거니

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

이런 옷 이런 머리 모양으로

이런 춤을 추는 여자는 뻔해

하 네가 더 뻔해

Hello hello hello

자신 없으면 저

뒤로 뒤로 뒤로

물러서면 되지 왜 자꾸 떠드니

네 속이 훤히 보이는 건 아니

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

날 감당 할 수 있는 남잘 찾아요

진짜 남자를 찾아요

말로만 남자다운 척할 남자 말고

날 불안해 하지 않을 남잔 없나요

자신감이 넘쳐서

내가 나일 수 있게

자유롭게 두고 멀리서 바라보는

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

You don't know me

You don't know me

You don't know me

You don't know me

So shut off boy

So shut off boy

So shut off boy

So shut off shut off"
1654,어반자카파,그날에 우리,"baby my love
그날에 우리 아픈 기억
그대에겐 그렇게
바래지고 바래지는
또 다른 이별의 흔적이겠죠
남겨진 우리 아픈상처
내 세상엔 너무도
소중하고 소중했던
단 하나 뿐인 그대의 흔적
다 잊었다 했죠
아니 잊은척 하려 했겠죠
오랜 기억 속에 그댈 담아 두고서
참아왔던 이 시간들
더는 그러지 못해 놓아보려 했지만
추억이란 말 속에 아직도 난
서성이고 있었죠
baby my love
그날에 우린 아픈기억
그대에겐 그렇게
바래지고 바래지는
또 다른 이별의 흔적이겠죠
남겨진 우리 아픈 상처
내 세상엔 너무도
소중하고 소중했던
단 하나 뿐인 그대의 흔적
그렇게 그대 손 놓지 않고
내 마음 그대에게 말했다면
Still need you, want you
Stay by my side
우리 함께였을껄
그리움 그 마음속에 그대는
먼곳에 보여도
다른 사랑으로 미워해도
결국 그대죠
baby my love
그날에 우린 아픈 기억
그대에겐 그렇게
바래지고 바래지는
또 다른 이별의 흔적이겠죠
남겨진 우리 아픈 상처
온 세상엔 너무도
소중하고 소중했던
단 하나뿐인 그대의흔적"
1655,버스커 버스커,서울사람들,"헤이 브래드
완전 Tired Tonight
아 범준 괜찮아
아니요 브래드 오늘 사장님한테 혼났어요
아 진짜 짜증나
아저씨 오늘 밤 힘드나요
눈가에 드리운 다크서클
인생이 뭐 길래
사는게 뭐길래
완전 Tired Tonight
아가씨 어디가 클럽가요
아니요 오늘도 야근해요
인생이 뭐 길래
사는게 뭐길래
완전 Tired Tonight
꺼지지 않는 이 밤의 불빛
오 서울 사람들
All night All night
All night All night
I don't wanna work all tonight
아저씨 아가씨 오늘 밤 다 흔들흔들
완전 Tired Tonight
I wanna go dancing tonight
매일 잠 못이룰 서울 사람들
미소를 잃어버린 친구들
알 수 없는 우리 인생들
Don't know why
Tell me Why
오 Tired tonight
이봐요 헤이 미스터
헤이 미스터 브래드
오늘 밤 스트레스 풀러갈까요
아니요 나 지금 드럼쳐야돼요
완전 Tired Tonight
멈추지 않는 이 밤의 별빛
오 서울사람들
좀 더 More 좀 더 More
늘어가는 스트레스
넥타일 풀고서 떠나길 바라는
아저씨 아가씨 오늘 밤 다 흔들흔들
완전 Tired Tonight
I wanna go dancing tonight
매일 잠 못이룰 서울 사람들
미소를 잃어버린 친구들
알 수 없는 우리 인생들
Don't know why
Tell me Why
오 Tired tonight
오 Tired tonight
완전 Tired tonight
완전 Tired tonight
I wanna go dancing tonight
잠 못이룰 서울 사람들
미소를 잃어버린 친구들
알 수 없는 우리 인생들
Don't know why
Tell me Why
오 Tired tonight
월요일도 Tired 화요일도 Tired
수요일도 목 금 토 Tired"
1656,EXO,12월의 기적 (Miracles In December),"보이지 않는 널 찾으려고 애쓰다
들리지 않는 널 들으려 애쓰다
보이지 않던 게 보이고
들리지 않던 게 들려
너 나를 떠난 뒤로 내겐 없던
힘이 생겼어
늘 나밖에 몰랐었던 이기적인
내가 yeah
네 맘도 몰라줬던 무심한 내가
이렇게도 달라졌다는 게 나조차
믿기지 않아
네 사랑은 이렇게 계속 날 움직여
난 생각만 하면 세상을 너로
채울 수 있어 음
눈송이 하나가 네 눈물 한
방울이니까
단 한 가지 못하는 것은 널
내게로 오게 하는 일
이 초라한 초능력 이젠 없었으면
좋겠어 우
늘 나밖에 몰랐었던 이기적인 내가
네 맘도 몰라줬던 무심한 내가
이렇게도 달라졌다는 게 나조차
믿기지 않아
네 사랑은 이렇게 계속 날 움직여
시간을 멈춰 네게 돌아가
추억의 책은 너의 페이지를 열어
난 그 안에 있어 오
너와 함께 있는 걸
아주 조그맣고 약한 사람이
너의 사랑이
이렇게 모든 걸 내 삶을 모두
바꾼 걸 세상을 모두
오 사랑이 고마운 줄 몰랐었던
내가 오
끝나면 그만인 줄 알았던 내가 오
너 원했던 그 모습 그대로 날마다
나를 고쳐 가
내 사랑은 끝없이 계속될 것 같아
시간을 멈춰 오 이제 나
네게 돌아가 네게 돌아가
추억의 책은 오 오늘도
너의 페이지를 열어
난 그 안에 있어 오
그 겨울에 와있는걸
보이지 않는 널 찾으려고 애쓰다
들리지 않는 널 들으려 애쓰다"
1657,정형돈,강북멋쟁이,"강동은 강동의 이쁜이 있고
강서는 강서의 귀요미 있고
강남은 강남의 스타일 있고
강북은 강북의 멋쟁이 있지
막 자고 일어나도 연예인 같고
막 찍어도 사진은 화보집 같고
막 걸어도 화려한 모델이 되는
쓸데없이 고퀄리티 강북 멋쟁이
넘기고 깃 세우고 소매를 걷고
별 거 없이도 빛이 난다
조명 없이도
본다고 넘어가냐
존심이 있지
귀찮다 떨어져라
니네는 존심도 없냐
라라라라
라라라라
라라라 랄라라 라랄라랄라
라라라라
라라라라
강북멋쟁이
강북멋쟁이
다 다른 멋으로 사는 거지
다 똑같은 얼굴에
다 똑같은 스타일
자기 색깔을 가져
우리 강북 멋쟁이처럼
잘 생긴걸 어쩌란 말인가
멋쟁이
잘 생긴걸 어쩌란 말인가
껌뻑 죽는 걸 어쩌란 말인가
멋쟁이
껌뻑 죽는 걸 어쩌란 말인가
자꾸 꼬이는 걸 어쩌란 말인가
멋쟁이
자꾸 꼬이는 걸 어쩌란 말인가
귀찮아 죽겠는 걸 어쩌란 말인가
멋쟁이
귀찮아 죽겠는 걸 어쩌란 말인가
강북멋쟁이
강북멋쟁이
강북멋쟁이"
1658,미쓰에이,Breathe,"너 땜에 자꾸만 내 가슴이
너 땜에 자꾸만 내 몸이
니가 날 볼 때마다
니 생각 할 때마다
너 땜에 자꾸만 내 가슴이
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh no no
Boy you look so fine
어쩜 너무 멋져
안보는 척 해보지만
자꾸만 눈을 맞춰
난 이런 적이 없는데
너에게 빠졌어
니 생각 만하고 있어
날 구해줘 어서
짝사랑은 난 하기 싫은데
말을 해볼까
너도 날 좋아할 것 같은데
용기를 내서 고백해볼까 yeah
싫다면 어쩌나 yeah
이렇게 기다리다 미치겠어
너 땜에 자꾸만 내 가슴이
너 땜에 자꾸만 내 몸이
니가 날 볼 때마다
니 생각 할 때마다
너 땜에 자꾸만 내 가슴이
오늘은 난 꼭 꼭
고백을 하고야 말 거라고
I'm gonna let you know baby
I will let you know
생각하다가도 너만 나타나면
몸이 다시 굳어버리고
할말은 잊어버리고 oh
짝사랑은 난 하기 싫은데
말을 해볼까
너도 날 좋아할 것 같은데
용기를 내서 고백해볼까 yeah
싫다면 어쩌나 yeah
이렇게 기다리다 미치겠어
너 땜에 자꾸만 내 가슴이
너 땜에 자꾸만 내 몸이
니가 날 볼 때마다
니 생각 할 때마다
너 땜에 자꾸만 내 가슴이
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh no no
눈이 마주칠 때 마다
심장이 잠시 멈춰 허허
니가 돌아설 때 마다
슬픔이 나를 덮쳐 흑흑
내 마음속에 갇혀 있는
이 사랑을 주고 싶어 미쳐
받아줘 catcher
Here's my love baby
boy I just can't breathe
너 땜에 자꾸만 내 가슴이
너 땜에 자꾸만 내 몸이
니가 날 볼 때마다
니 생각 할 때마다
너 땜에 자꾸만 내 가슴이
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh oh
I can't breathe
no oh no oh no oh no no
no oh no oh"
1659,미쓰에이,Good-bye Baby,"Good bye, baby good bye
뒤돌아서 그대로 앞으로 가면 돼
아무런 말도 하지 말고
이대로 사라져 주는 거야
Baby good bye, good bye
내 이름은 수지가 아닌데
자꾸만 실수로 수지라 부를 때
그때 알아 차려야 했어 왜 애써
너를 믿어 주려 했는지 몰라
니가 어떤 앤지 알았어
괜히 울지 마
너의 물건들 다 내놨어
연기는 이제 그만
Good bye, baby good bye
뒤돌아서 그대로 앞으로 가면 돼
아무런 말도 하지 말고
이대로 사라져 주는 거야
Good bye, baby good bye
즐거웠어 재미있었다고 생각할게
그러니 여기까지 하기
너의 쇼는 이제 끝난 거야
Baby good bye, good bye
친구들이 모두 다 말릴 때
그때 그 얘길 들었어야 했는데
왜 나는 너의 그 눈빛이 진실치
못하다는 걸 전혀 몰랐는지
뛰어난 너의 그 연기가
정말 놀라워
너무 뛰어나서 결국엔
날 울리고 말았어
Good bye, baby good bye
뒤돌아서 그대로 앞으로 가면 돼
아무런 말도 하지 말고
이대로 사라져 주는 거야
Good bye, baby good bye
즐거웠어 재미있었다고 생각할게
그러니 여기까지 하기
너의 쇼는 이제 끝난 거야
Baby good bye, good bye
어쩜 삐거덕 삐거덕 거리는
소리 하나도 없이
그렇게 구렁이 담 넘어가듯
부드럽게 날 속였지
참 대단한 쇼를 봤어
내가 니 덕에 표도 안 사고
다 공짜로 좋은 자리에 딱 하지만
No 이제는 Bye bye
뛰어난 너의 그 연기가
정말 놀라워
너무 뛰어나서 결국엔
날 울리고 말았어
Good bye, baby good bye
뒤돌아서 그대로 앞으로 가면 돼
그냥 아무런 말도 하지 말고
이대로 사라져 주는 거야
Good bye, baby good bye
즐거웠어 재미있었다고 생각할게
그러니 여기까지 하기
너의 쇼는 이제 끝난 거야
Baby good bye, good bye"
1660,애프터스쿨,뱅(Bang) !,"T R Y Do it now
Can you follow me Yes Uh ha
T R Y Pick it up
You'll never catch me Oh No
눈부시게 빛나는 나를 따라 Oh Oh Oh
가식적인 말들은 비웃어버려 Ha Ha Ha
예쁘기만 한 너는 더 이상은 No No No
짜릿한 음악 속에 던져버려
Bang Bang Bang
우리는 Oh After School Up
너흰 모두 비켜라
Check it out 다 가져봐
A ha A ha A ha Right now
Oh After School Up 모두 미쳐라
외쳐라 또 이렇게 A ha A ha A ha
T R Y Do it now
Can you follow me Yes Uh ha
T R Y Pick it up
You'll never catch me Oh No
가슴 뛰는 이 밤을 내 맘은 Oh Oh Oh
불타는 네 눈길은 내 몸을 타고 Ha Ha Ha
거칠어진 숨소리 멈추진 마 No No No
심장이 이 리듬을 따라가게 쿵 쿵 쿵
우리는 Oh After School Up
너흰 모두 비켜라
Check it out 다 가져봐
A ha A ha A ha
Right now Oh After School Up
모두 미쳐라
외쳐라 또 이렇게
A ha A ha A ha
Bringin' it to you daily
It's only from the best
After School Playgirlz
know how to get fresh
So cool So right just so tasty
We bring it fast forward
the fellows go crazy
좀더 과감하게 보여 주는 거야 더
To be raised for my life
좀더 특별하게 춤을 추는 거야 더
To be raised for my life
One Two Three
음악에 널 맡겨 주문을 걸어봐 Yeah
To be raised for my life
조금 더 다가와 이순간을 Catch Up
우리는 Oh After School Up
너흰 모두 비켜라 Check it out
다 가져봐 A ha A ha A ha
Right now Oh After School Up
모두 미쳐라 외쳐라 또 이렇게
A ha A ha A ha
T R Y Do it now
Can you follow me Yes Uh ha
T R Y Pick it up
You'll never catch me Oh No
A ha A ha A ha
T R Y Do it now A ha A ha A ha
Can you follow me Yes Uh ha
A ha A ha A ha A ha A ha A ha"
1661,원더걸스,Be My Baby,"Watching 계속 바라보며 난
Waiting 니가 다가오기만을 바래
어서 내게 와 날 데려가 제발
Dreaming 니 맘도 나 같기를
Praying 가슴 조이며 난 기도해
저 하늘에 이렇게 두 손을 모아서
이런 적이 없는데 내 가슴이
두근두근 두근대고
몇 번 본 적 없는데 니 모습이
자꾸 꿈에 나와
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
Crazy 내가 미쳤는지 왜
Lately 하루 종일 난 뭘 하든지
너의 사진이 머릿속에 박혔어
Perfect 모든 게 완벽해
Terrific 겉과 속 모두 다
어쩜 너는 모자라는 게
하나도 없는 건지
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
자 더 이상 이제 망설이지 마
내 말을 의심하지 마
내 말을 믿고 나를 따라와
난 니 인생의 마지막
여자가 되고 넌 내 마지막 남자가
될 거란 걸 알지만
넌 아직 몰라 왜 놀라
자 어서 빨리 나를 골라
말 할 필요도 없어 그냥 내 말대로
잘 할 생각만 하면 돼
그러니 니 앞에 날 잘 보고
판단을 해 봐
어때 88 나이도 딱 맞아
모두 다 맞아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No"
1662,AOA,사뿐사뿐,"Hey
no matter where you go
그 어딜 봐도
The pretty girls are AOA
You know
I know
You know
I know
I'm good I'm hot I'm fresh I'm fly
Brave sound
나 같은 애 첨 봤대
본 순간 느낌 왔대
수많은 사람 그 속에서도
유별나게도
난 빛이 났대
날 따라 돌아가는 고개
나로 꽉 차버린 두 눈에
말을 걸까 말까 망설이는 모습
너무 귀여워
햇살은 나를 비추는
Spotlight light light light
나만이 그대 머릿 속에
Headline line line line
꿈을 꿔도 내가 보이게 될 거야
고민은 Stop it
다가와 Baby come on
너에게 사뿐사뿐 걸어가
장미꽃을 꺾어서
그대에게 안겨줄 거야
깜짝 놀래 줄 거야
사뿐사뿐 걸어가
그대가 잠들었을 때
살며시 안아줄 거야
깜짝 놀래 줄 거야
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
사뿐사뿐히 다가갈래
나 오늘 밤에 아무도 모르게
새근새근 잠이 든 그대 입술에
살며시 나 입 맞출래
너와 나의 달콤한 이 밤
이 밤에 끝을 꽉 잡고
그대는 나만의 늑대
나는 그대의 귀여운 고양이
햇살은 나를 비추는
Spotlight light light light
나만이 그대 머릿 속에
Headline line line line
꿈을 꿔도 내가 보이게 될 거야
고민은 Stop it
다가와 Baby come on
너에게 사뿐사뿐 걸어가
장미꽃을 꺾어서
그대에게 안겨줄 거야
깜짝 놀래 줄 거야
사뿐사뿐 걸어가
그대가 잠들었을 때
살며시 안아줄 거야
깜짝 놀래 줄 거야
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
We fly high
오늘 밤에 날 안고
더 높이 날아가줘
구름이 달님에게
내 손이 닿을 수 있게
사뿐히 날아온 떨리는
내 맘을 알아줘
Oh talk to me Oh lead me
Oh kiss me baby 오늘 밤
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
La la la la la la la la la la
La la la la
La la la la la la la la la la
I'm good I'm hot I'm fresh I'm fly
Come on over boy"
1663,카라,STEP,"Step it up now 오 오 오
라라라라라라라라라라라라라라
라라라라라라라라라라라라라라
넘어지진 않을거야 슬픔아 안녕
친해지지 않을거야 눈물아 안녕
자신을 믿는거야 한숨은 그만
이깟 고민쯤은 웃으며 bye bye
또 한번 더 배웠어
I will never forget about U ye
커졌어 난 강하게 더 높게
오 예 예 예 예
Step it up step it up
다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up
다 보란듯이
크게 볼륨 높여 baby my bebe
라라라라라라라라라라라라라라
라라라라라라라라라라라라라라
내일은 새로울꺼야 기대를 높여
그게 사는 재미같아 근심은 날려
누구나 같을꺼야 기 죽지 않아
작은 걱정쯤은 웃으며 bye bye
난 강하게 더 높게
오 예 예 예 예
Step it up step it up
다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up
다 보란듯이
크게 볼륨 높여 baby my bebe
내 인생에 섣불리 get louder
나 좋으라고 그랬겠어 그랬겠어
one two one two step
모두 박자에 맞게
겁 낼 필요 없어 아니 울 것 없어
모두 같이 함께해
어지럽게 왜 쓸데없는 생각해
그러지 말고 우리 모두 다
Step it up now
절대 난 돌아보지 않겠어
앞만 보기도 시간은 짧아
Step it up step it up
다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up
다 보란듯이
크게 볼륨 높여 baby my bebe
Step it up step it up
왜 섣불리 get louder
또 템포를 올려서
괜히 그랬겠어 그랬겠어
Just step it up step it up
다 보란듯이
크게 볼륨 높여 baby my bebe
라라라라라라라라라라라라라라
라라라라라라라라라라라라라라"
1664,B1A4,잘자요 굿나잇,"그래요 오늘은 먼저 자요
그대 잠들면 나도 잘게요
전화를 끊고 화려한 옷을 입고
나갈 준비를 하죠
아무도 모르게 whoo
tonight 오늘 하루만 그댈 속일게
tonight 오늘이 지나면 돌아갈게
tonight 가끔 어색하게도 느껴도
알아도 좀 넘어가 주겠니
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
머리 속에 오늘 그대가 없네요
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
미안해요 오늘 그대가 없네요
oh 자정이 다 돼서 나갈 채비
그대는 아직도 모를 테지
문자 하날 남겨
잘자 자기야 내일봐
근데 이 찝찝한 기분은 뭘까
에라 몰라 그냥 나가자
오늘 또 moonlight
불타는 이 밤 good night
tonight 오늘 하루만 그댈 속일게
tonight 오늘이 지나면 돌아갈게
tonight 가끔 답이 없어도 늦어도
미워도 좀 넘어가 주겠니
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
머리 속에 오늘 그대가 없네요
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
미안해요 오늘 그대가 없네요
이유 없는 떨림에 내 가슴만 두근
니가 보고 싶다던 생각은
오늘도 퇴근
but 오늘은 바쁜 몸
나는 참 나쁜 놈
가끔은 이렇게 놀아도 돼
넌 내일 쯤에 찾아 가면 되니까
sorry
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
머리 속에 오늘 그대가 없네요
baby good night
잘자요 good night
그럼 난
dancing dancing dancing
in the moonlight
워어어우 워어
워어어우 워어
미안해요 오늘 그대가 없네요
good night 우워어어우 워어
good night 우워어어우 워어
good night 우워어어우 워어
미안해요 오늘 그대가 없네요
미안해요 오늘 그대가 없네요
미안해요 오늘 그대가 없네요"
1665,애프터쉐이빙,영계백숙,"찌는 태양에 지쳐가는 누들랜드
백성 모두의 걱정거리
한사람 마법에 걸린
메밀리아 공주는
하루하루 말라가고
오직 한 가지 마법 풀 수 있는건
저 바다 건너
외딴 섬에 흐르는 쯔유쯔유강
신비의 간장 누가 구해올 수 있을까
아 오래 걸을 수 없는 누들들은
그 누구 하나도 나서질 못하고
이웃나라 용병 찾아보다가

영계백숙 오오오오
영계백숙 오오오오
그의 튼튼한 다리를 믿어
그의 거치른 피부를 믿어
영계백숙 오오오오
영계백숙 오오오오
거만하게 꼬은 다릴 믿어
속이 꽉 찬 그의 배를 믿어
영계백숙 오오오오
영계백숙 오오오오
그 누구보다 진국이라네
그 누구보다 뜨거운 사나이

떠나기 전날 둘은 처음 만났어
둘다 첫눈에 반해 버렸어
찹쌀대추가 튀어나올 정도로
백숙은 그녀가 아름다웠어
배에 묶인 실 동여매고
노를 저어 간다 저 바다를 건너
메밀리아를 위한 간장을 찾아

영계백숙 오오오오
영계백숙 오오오오
그의 튼튼한 다리를 믿어
그의 거치른 피부를 믿어
영계백숙 오오오오
영계백숙 오오오오
거만하게 꼬은 다릴 믿어
속이 꽉 찬 그의 배를 믿어
영계백숙 오오오오
영계백숙 오오오오
그 누구보다 진국이라네
그 누구보다 뜨거운
뜨거운 뜨거운 뜨거운 뜨거운 사나이"
