,artist_name,song_name,lyrics
148,하울,Perhaps Love (사랑인가요),"언제였던건지 기억나진 않아
자꾸 내 머리가
너로 어지럽던 시작
한 두번씩 떠오르던 생각
자꾸 늘어가서
조금 당황스러운 이 마음
별일이 아닐 수 있다고
사소한 마음 이라고
내가 내게 자꾸
내게 자꾸
말을 하는게 어색한걸
사랑인가요
그대 나와 같다면 시작인가요
맘이 자꾸 그댈 사랑한대요
온 세상이 듣도록 소리치네요
왜 이제야 들리죠 우
서롤 만나기 위해
이제야 사랑 찾았다고
지금 내 마음을 설명하려 해도
니가 내가 되어
맘을 느끼는 방법 뿐인데
이미 난 니안에 있는 걸
내 안에 니가 있듯이
우린 서로에게 서로에게
이미 길들여진지 몰라
사랑인가요
그대 나와 같다면 시작인가요
맘이 자꾸 그댈 사랑한대요
온 세상이 듣도록 소리치네요
왜 이제야 들리죠 우
서롤 만나기 위해
이제야 사랑 찾았다고
생각해보면
생각해보면
많은 순간속에
얼마나 많은 설레임 있었는지
조금 늦은 그 만큼
난 더 잘해 줄께요
함께 할께요
추억이 될 기억만 선물할께요
다신 내곁에서 떠나지 마요
짧은 순간조차도 불안한 걸요
내게 머물러줘요 우
그댈 이렇게 많이
그토록 많이
사랑하고 있어요
그대 하나만
이미"
149,소유 (SOYOU),썸 (Feat. 릴보이 Of 긱스),"썸 (Feat. 릴보이 Of 긱스)

가끔씩 나도 모르게 짜증이나
너를 향한 맘은 변하지 않았는데
혹시 내가 이상한 걸까
혼자 힘들게 지내고 있었어
텅 빈 방 혼자 멍하니 뒤척이다
티비에는 어제 본 것 같은 드라마
잠이 들 때까지 한번도
울리지 않는 핸드폰을 들고
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
이게 무슨 사이인 건지 사실
헷갈려 무뚝뚝하게 굴지마
연인인 듯 연인 아닌
연인 같은 너 나만 볼 듯
애매하게 날 대하는 너
때로는 친구 같다는 말이
괜히 요즘 난 듣기 싫어 졌어
매일 아침 너의 문자에
눈을 뜨고 하루 끝에는
니 목소리에 잠들고 파
주말에는 많은 사람 속에서
보란 듯이 널 끌어 안고 싶어
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
때로는 친구 같다는 말이
괜히 요즘 난 듣기 싫어 졌어
너 요즘 너 별로야 너 별로야
나 근데 난 너뿐이야
난 너뿐이야
분명하게 내게 선을 그어줘
자꾸 뒤로 빼지 말고
날 사랑한다 고백해 줘
여전히 친구인척 또 연인인척
행동하는 모습을 전부다 돌이켜
생각 할 수록 너의 진심이
더 궁금해지는 걸 girl you’re so
ambiguous 난 못해
무엇도 아니 어쩌면
기적을 바라지 lotto
확실한 표현을 원하지만
너의 미소 띈 표정에
잊어버리지 난
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
순진한 척 웃지만 말고
그만 좀 해
너 솔직하게 좀 굴어봐
니 맘 속에 날 놔두고
한 눈 팔지 마 너야말로
다 알면서 딴청 피우지 마
피곤하게 힘 빼지 말고
어서 말해줘 사랑한단 말이야"
150,수지,Dream (Prod. by 박근태),"예쁘네 오늘도 어제만큼
아니 오늘은 더 예뻐졌네
이런 말을 할 때마다 너는
못 들은 척 늘 딴 얘기를 해
어젠 너무 좋은 꿈을 꿨어
지금 말해주긴 간지러워서
말하기 싫어
그리고 이런 건 말하면 안 된대
dream 다신 꾸지 못하는
너무 기분 좋은 꿈
나는 니가 꼭 그런 거 같은데
dream 종일 아른거리는
너무 기분 좋은 꿈
그게 바로 너
우리 둘 너무 잘 어울린대
I know she knows
사실 내가 봐도 그래
근데 가끔 불안한 기분이 들 땐
혼자서 울적해
hmm 거짓말 그렇게 자신 있는
얼굴을 하고 있으면서
하지만 듣기엔 참 좋다 그렇긴 하네
dream 다신 꾸지 못하는
너무 기분 좋은 꿈
나는 니가 꼭 그런 거 같은데
dream 종일 아른거리는
너무 기분 좋은 꿈
그게 바로 너
well I don’t care
even if you’re a sweet liar
well I don’t care
cause I will make you believe
dream 지금 그런 눈으로
나를 바라볼 때면
나는 니가 꼭 내 것 같은데
dream 다시 잠들고 싶은
너무 기분 좋은 꿈
그게 바로 너"
151,CHEEZE (치즈),Madeleine Love,"오늘같이 싱그러운 날
길거리 차도 별로 다니지 않아
문득 지나가다 거울을 보면
오늘 내 모습은 좀 예뻐 보이네
이따가 널 보면 무슨 말을 할까
날씨가 좋다고 뻔한
말이라도 건네볼까
어색한 장난이라도 용감하게
오늘은 널 웃음 짓게 만들 거야
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love
오늘같이 햇볕 좋은 날엔
매일 걷던 거리도 지겹지 않아
문득 지나가다 거울을 보면
내 얼굴도 이 정도면 잘생겼네
이따가 널 보면 무슨 말을 할까
날씨가 좋다고
공원이라도 좀 걷자 할까
짓궂은 장난이라도 용감하게
오늘은 널 웃음 짓게 만들 거야
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love"
152,양정승,밤하늘의 별을... (With KCM & No Noo),"밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
너의 집 앞에서 한참동안 기다린거야
네가 오는 길에 혹시나 마주칠까봐
널 만나게 되면 어떤 얘길 먼저
꺼낼까 우연히 널 만난 것 처럼
보여야 할 텐데 첫눈에 반해 널
사랑했어 어떻게 표현할지도 몰라
눈치도 없이 나의 심장만 두근거려
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
골목을 돌아서 네가 걸어 오는게 보여
준비한 선물과 편질 전해줘야 하는데
용기를 낸 순간 네 곁으로 다가갔지만
안녕이란 말만 하고서 지나쳐버렸네
첫눈에 반해 널 사랑했어 어떻게
표현할지 몰라 눈치 없이
나의 심장만 두근거려
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
바보처럼 돌아서던 내 모습 뒤로
내 이름을 부르는 목소리 바로
너 였어 나와 함께하고 싶다는
그 말을 전하고 그렇게 우리의
사랑은 시작됐던 거야
난나나나 난나 나나나 랄라라라
랄라 라라라 나나나나 난나
나나나 라라랄라
난나나나 난나 나나나 랄라라라
랄라 라라라 나나나나 난나
나나나 라라랄라"
153,이석훈,그대를 사랑하는 10가지 이유,"그대 예쁜 목소리로
자장가를 불러줘요
오늘 밤도 그대 내 꿈 속에
나와 함께 살아요
아이같은 그 미소로
나를 보며 웃어주네요
나는 그대라서 참 행복합니다
내가 힘들때나 많이 아플때
내 눈물을 고이 닦아주던
그대란 사람
어찌 말을 해야 할까요
첫번째 그대의 마음
나무처럼 나를 쉬게해
두번째 그대의 미소
햇살처럼 나를 밝게 비추고
세번째 그대의 손길
내가 힘들때마다 품에 안아준
그댈 사랑합니다

내가 슬플 때나 외로워 할 때
내 곁을 따스히 지켜주던
그대란 사람
어찌 말을 해야 할까요
네번째 그대의 온도
내 가슴을 따스하게 해
다섯째 그대의 눈물
더 열심히 나를 살아가게 해
여섯째 그대의 기도
쳐진 어깨를 피게 만들어 주는
그댈 사랑합니다
그대여 더 이상 눈물은
이젠 흘리지 말아요
영원토록 그대를 지킬게요
사랑하는 그댈 보면
바라만 봐도 난 행복해
일곱번째 그대 표정
시무룩한 나를 웃게해
여덟째 그대 목소리
내게 힘을 주는 그대이니까
아홉번째 그대 걸음
못난 날 매일마다 찾아와 주네
열번짼 그대란 선물
그대라서 난 정말 행복합니다"
154,윤딴딴,니가 보고싶은 밤,"유독 너랑 헤어지기 싫은 밤
집으로 돌아가는 길에
니가 서 있던 그곳에 난 또다시
밤을 태우듯 뛰어갔고
아무 생각조차도 할 새 없이
너를 와락 안아버렸고
아무도 없는 가로등 불빛 아래
짧은 키스를 나눴어
니가 떠나고 난 뒤에
아무런 일도 없단 듯이
잘 자라는 인사 건네며
깊은 한숨을 내쉬었지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
하루종일 니 생각이
온종일 하루종일 니 생각이
나지는 않더라도
용기를 내어 전화길 잡은 손에
숨은 가쁘게 뛰어갔고
너는 지금은 조금 바쁘다며
이따 연락하자고 했고
아무도 없는 작은 방 불빛 아래
짧은 한숨을 내쉬었어
해가 저물고 난 뒤에
아무 연락도 없는 거야
스치는 많은 생각 속에
자꾸 머리만 넘겼지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
밤은 깊어만 가고
의미 없이 혼자서만
자꾸만 중얼중얼대
너의 안으로 들어가고 싶다고
마음이 깊어지는 게
또 의미 없는 혼자만의
상처로 지나긴 싫어
이 밤이 또 지나기 전에
너를 내 품에 안고 싶어
유독 니가 보고싶은 밤"
155,박재범,좋아 (JOAH),"Oh baby
너무 좋아서
You’re driving me crazy
니 생각만해도
기분이 좋아
기분이 좋아
기분이 좋아
Na Na Na
Na Na Na
이 느낌
너만 느끼게 할 수 있는
느낌
난 죽을때까지
느끼고 싶어
내 곁에 있어줘
아낄 수 있어
아낄 수 있어
언제나 너만 바라봐
나도 모르게
괜히 웃음이 나와
Oh baby baby baby baby
난 크게 소리
외치고 싶어
좋아
니 모든 것이 좋아
머리부터
발끝까지도
조그만 행동까지
하나 하나
다 좋아
니 모든 것이
좋아
너와 함께라면
즐거워
시간이 지날수록
더 좋아져
난 니가 필요해
매일같이 있게 해달라고
난 기도해
난 오직 너만이와
행복하게 살수가 있어
Break it down now
Come on no no
Ay girl
너와 함께면
하루 하루가
너무 특별해
Stay with me
forever
and ever
baby please
And girl
우리가 운명 아니어도
난 무조건 너야
You know that I got you
You know that I love you
I’ll always be with you baby
언제나 너만 바라봐
나도 모르게
괜히 웃음이 나와
Oh baby baby baby baby
난 크게 소리
외치고 싶어
좋아
니 모든 것이
좋아
머리부터
발끝까지도
조그만 행동까지
하나 하나
다 좋아
니 모든 것이
좋아
너와 함께라면
즐거워
시간이 지날수록
더 좋아져
난 니가 필요해
매일같이 있게 달라고
난 기도해
난 오직 너만이와
행복하게 살수가 있어
난 절대로
떨어지기 싫어
너를 보고 있어도
너무 보고 싶은걸
Huh No No No
내 곁에 항상 있어줘
My girl
I want you
and I need you
don't ever ever leave my side
좋아
니 모든 것이
좋아
머리부터
발끝까지도
조그만 행동까지
하나 하나
다 좋아
니 모든 것이 좋아
너와 함께라면
즐거워
시간이 지날수록
더 좋아져
난 니가 필요해
매일같이 있게 달라고
난 기도해
나 오직 너만이와
행복하게 살수가 있어
No no"
156,허각,I Need You,"I Need You

가만히 눈을 감고 있어도
자꾸 생각나죠
그댄 내게 마치
뜬 구름 같은걸
사랑이란 말로 아직
부족한가요
내 맘이 위험한가요
그댄 내게 전부가 됐네요
같은 길을 걷고
같은 꿈을 꾸고
나 혼자만 몰래
상상을 하고 oh
그대 곁에 잠든
마치 연인 같은
그대와 내 모습
baby I love you
I need you
수줍은 나의 고백
오랫동안 몰래
숨겨왔던 노래
I need you
참 순진했던 고백
너도 좋다면
가까이 다가와
I need you
울리지도 않는 전화기를
자꾸 보게되죠
그댄 내게 기분 좋은
기대 같은걸
하루만 더 기다리면
답이 올까요
차라리 고백할까요
한걸음만 더 다가와줘요
같은 길을 걷고 같은
꿈을 꾸고
나 혼자만 몰래
상상을 하고 oh
그대 곁에 잠든
마치 연인 같은
그대와 내 모습
baby I love you
I need you
수줍은 나의 고백
오랫동안 몰래
숨겨왔던 노래
I need you
참 순진했던 고백
너도 좋다면
가까이 다가와
I need you
oh I need you
only you
그댄 나의 전부 인걸요
Im missing you
Im in love with you
오늘도 내일도
I need you
수줍은 나의 고백
오랫동안 몰래
숨겨왔던 노래
I need you
참 순진했던 고백
너도 좋다면
가까이 다가와
I need you
I need you
수줍은 나의 고백
오랫동안 몰래
숨겨왔던 노래
I need you
참 순진했던 고백
너도 좋다면
가까이 다가와
I need you"
157,케이윌,Love Blossom (러브블러썸),"입안에서
바람 맛이
달콤한 아침
새하얀
이불위로 닿는
햇살이 좋아
설레는
전화 벨소리
그대 인가요
설탕 한 스푼 담긴 소리
hello hello
봄이 와
이 거리 위에
봄이 와
나의 가슴속에
왜 이리 나
들뜨나 몰라
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
향기로운
봄 바람이
나풀거리고
두 볼에 앉은
햇살마저
완벽한걸요
새하얗게 춤을 추는
꽃잎을 보며
그대와 둘이
걷다 보면
uh huh
ah ha
봄이 와
이 거리 위에
봄이 와
우리 둘 사이에
설레임이
피어 올라요
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
꿈에서 봤던
거리가 여기인가요
그대와 나란히
걷는 모든 곳이
아름다워
난 있잖아요
그대를 볼 때마다 놀라
더 아름다울 수 없는
그대여
따사로운 봄빛에
사랑이
녹아요
살랑대는 바람에
사랑이
불어요
오늘 같은 바람이 불면
제일 먼저
떠올라요
그대만
팝콘 같은
꽃잎이
저 높이 날아요
사랑한다
말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
그대가
나의 봄이죠"
158,AKMU (악뮤),Give Love,"니가 날 싫어해 하는 걸 알아
나는 서운해 그런 날
왜 너는 못 이해해
You don't understand
난 너를 좋아한다고
내가 뭘 잘못했는데
내게 왜 그러는데
그럴수록 난 되게 섭섭해
Oh I'm so sad
그러니까 슬슬
Let me come into your 마음
중요한 건 마음
결코 네 얼굴만 보고
좋아하는 거 아니 아니야
날 미워하는 너의
날이 선 말투까지도
사랑하게 된 거 이게 내 맘이야
너에 대한 건 사소한 것도
기억해 난 마니아
아무리 나삐 굴어도
넌 내게 이 순간 만화야
순정만화야 주인공은 맨날
맨날 이렇게 밤마다 기도해
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love
Give Love
Give Love
잘못한 것도 없는데 왜
무작정 싫어하고 보는 너
Why can't you understand me
난 너를 좋아한다고
네가 날 싫어해 하는 걸 안 후
부터 샘솟던 의욕이 다 시들고
설레던 내 맘도 끝이겠구나
했는데 또다시 슬금슬금
다가가도 될까
바라보는 것조차 싫어할까 봐
난 몰래 뒤에서 긍긍전전해
점점 해가 지면 달빛 정전에
용기가 나 내 맘을 전부 전해
하지만 그녀와 내 사이
거리 너무 멀어
주고 또 주는 사랑이 길바닥에
다 버려져 낙엽처럼 쌓이네
봄이 되면 흙으로 남아
혹시 기대해 싹이 될까
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love
Give Love
Give Love
Give Love
Give Love
Give Love"
159,폴킴,커피 한 잔 할래요,"Breeze
가벼운 바람이 깨우는 Oh breeze
너의 생각으로 시작하는
My everyday
Breath
뭔가 좋은일이 생길것같은
절로 콧노래가 흘러나오는
그런 상상을 하게해
단둘이서 영활보자할까
시시하진 않을까
어떤 얘기로 널 웃게 할까
용기가 없는 나
커피 한 잔 할래요
커피 한 잔 할래요
두 입술 꼭 깨물고 용기 낸 그 말
커피 한잔에 빌린 그대를 향한
나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
그대도 조금은 내 생각했나요
오늘은 내가 그댈 더 많이
웃게할게요
이대로 시간이 멈추길
Freeze
그저 흘러가는 시간들 Oh freeze
처음과는 많이 다른 요즘 너와 나
처음 느꼈던 가슴 속 떨림
넌 기억할런지
처음 만났던 그 곳에 가자
추억이 가득한
커피 한 잔 할래요
커피 한 잔 할래요
두 입술 꼭 깨물고 용기낸 그 말
커피 한잔에 빌린 그대를 향한
나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
가끔 그 날의 우릴 생각하나요
내가 더 많이 웃게 해 주겠다는
그 약속
아직 나 잊지 않았어요
커피 한 잔 할래요
두 입술 꼭 깨물고 용기 낸 그 말
커피 한잔에 빌린 그대를 향한
나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
그대도 조금은 내 생각했나요
오늘은 내가 그댈 더 많이
웃게 할게요
커피 한 잔 할래요"
160,뜨거운 감자,고백,"달이 차고 내 마음도 차고
이대로 담아 두기엔
너무 안타까워
너를 향해 가는데 달은 내게
오라 손짓하고
귓속에 얘길 하네
지금 이 순간이
바로 그 순간이야 제일 마음에
드는 옷을 입고
노란 꽃 한 송이를 손에 들고
널 바라 보다 그만
나도 모르게 웃어버렸네
이게 아닌데
내 마음은 이게 아닌데
널 위해 준비한 오백 가지
멋진 말이 남았는데
사랑한다는
그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야
숨이 차고 밤 공기도 차고
두 눈을 감아야만
네 모습이 보여
걸을 수가 없는데 구름 위를
걷는다는 말이
과장이 아니란 걸 알게 됐어
널 알게 된 후부터 나의 모든 건
다 달라졌어 이게 아닌데
내 마음은 이게 아닌데 널 위해
준비한 오백 가지
멋진 말이 남았는데
사랑한다는 그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야
나를 봐줘요 내 말을 들어봐 줘요
아무리 생각을 하고 또 해도
믿어지지 않을 만큼 사랑해"
161,아이유,마음,"툭 웃음이 터지면 그건 너
쿵 내려앉으면은 그건 너
축 머금고 있다면 그건 너
둥 울림이 생긴다면 그건 너
그대를 보며
나는 더운 숨을 쉬어요
아픈 기분이 드는 건
그 때문이겠죠
나를 알아주지 않으셔도 돼요
찾아오지 않으셔도
다만 꺼지지 않는 작은 불빛이
여기 반짝 살아있어요
영영 살아있어요
눈을 떼지 못 해
하루종일 눈이 시려요
슬픈 기분이 드는 건
그 때문이겠죠
제게 대답하지 않으셔도 돼요
달래주지 않으셔도
다만 꺼지지 않는 작은 불빛이
여기 반짝 살아있어요
세상 모든 게 죽고 새로 태어나
다시 늙어갈 때에도
감히 이 마음만은 주름도 없이
여기 반짝 살아있어요
영영 살아있어요
영영 살아있어요"
162,볼빨간사춘기,You(=I),"바보야 오늘은
안된다고 말하지마
오늘만큼은 내게도
꼭 기회를 줘
사랑스럽게 웃는 것도
예쁘게 말하는 것도
많이 연습했어
보고 싶어도 참으라고 하지마
Baby 난 좀 억지
부리는 것도 맞아
오늘도 내 눈물 연기로
받아낸 너와의 데이트
보고 싶어도
매일 꾹 참고 있어도
나는 네가 안아주기만 하면
샤르르르르 녹아 Yeah
Baby You You You Yeah Yeah
You You You Yeah Yeah
Baby 난 좀
욕심부리는 것도 맞아
오늘도 못되게 떼를 써
받아낸 너와의 데이트
사랑한다고 매일
꼭 표현 못해도
나는 네가 안아주기만 하면
샤르르르르 녹아 Yeah
Baby You You You Yeah Yeah
You You You Yeah Yeah
You You You Yeah Yeah
You You You Yeah
서투른 내 맘이
너에게 닿을까 봐
사실 손잡는 것도
많이 떨리는 난데
오늘도 배웠는걸
널 더 닮아가던걸
이젠 내가 널 닮아서
함께 웃고 있던걸 Yeah
You Woo Yeah
You You You Yeah Yeah
그대를 닮아서
마음이 더 큰 사람이 되면
그대를 내 품 안에
꼭 안아 줄래요
You You You Yeah Yeah
You You You Yeah Yeah"
163,케이윌,말해! 뭐해?,"아무 말 없이
내게서 커져만 가는 게
아무래도 이대론 안 되겠어
어쩌다 내가 이렇게
네게 빠진 건지
이유를 나도 모르겠어
넌 왜 내게서 맴돌아
뭘 해도 신경 쓰이고
뭘 해도 궁금해지고
넌 왜 내게서 맴돌아
oh 어떡해 나
자꾸만 생각이나
말해 뭐해 말해 뭐해
이러다가 바보처럼
한 눈 팔게 하지 말고
말해볼래 말해볼래
나의 맘에 담긴 사람
you are my only one
너무나 사랑을 해도
눈물 난다는 게
그런 말이 이해가 되지 않아
하지만 그댈 본 순간
두 눈 가득 고인
눈물이 사랑인 것 같아
넌 왜 내게서 맴돌아
뭘 해도 신경 쓰이고
뭘 해도 궁금해지고
난 너 하나만 생각해
이렇게 난
자꾸만 입 맞추고
말해 뭐해 말해 뭐해
이러다가 바보처럼
한 눈 팔게 하지 말고
말해볼래 말해볼래
나의 맘에 담긴 사람
you are my only one
내 모든 게 서툴다 해도
네 곁에 나 머물고만 싶어지는 게
사랑일까 사랑일 거야
너의 너의 남자 되고 싶어
말해 뭐해 말해 뭐해
내게 오는 사랑은
다 그대라는 이름인걸
말해 뭐해 말해 뭐해
나의 맘에 담긴 사람
you are my only one"
164,Ed Sheeran,Thinking Out Loud,"When your legs don't work
like they used to before
And I can't sweep you off of your feet
Will your mouth still remember
the taste of my love
Will your eyes still smile
from your cheeks
And darling I will be loving
you till we're 70
And baby my heart could
still fall as hard at 23
And I'm thinking 'bout how people
fall in love in mysterious ways
Maybe just the touch of a hand
Oh me I fall in love with
you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of
a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love
right where we are
When my hair's overgone
and my memory fades
And the crowds
don't remember my name
When my hands don't play
the strings the same way
I know you will still love me the same
'Cause honey your soul could
never grow old it's evergreen
And baby your smile's forever
in my mind and memory
I'm thinking 'bout how people
fall in love in mysterious ways
Maybe it's all part of a plan
I just keep on making
the same mistakes
Hoping that you'll understand
But baby now
Take me into your loving arms
Kiss me under the light of
a thousand stars
Place your head on my beating heart
Thinking out loud
That maybe we found love
right where we are
So baby now
Take me into your loving arms
Kiss me under the light of
a thousand stars
Oh darling place your head
on my beating heart
I'm thinking out loud
That maybe we found love
right where we are
Oh maybe we found love
right where we are
And we found love
right where we are"
165,첸 (CHEN),Everytime,"OH EVERY TIME I SEE YOU
그대 눈을 볼 때면
자꾸 가슴이 또 설레여와
내 운명이죠
세상 끝이라도
지켜주고 싶은 단 한 사람
BABY OHOHOHOH
OHOHOHOH
BABY OHOHOHOH
OH EVERY TIME I SEE YOU
그대 눈을 볼 때면
자꾸 가슴이 또 설레여와
내 운명이죠
세상 끝이라도
지켜주고 싶은 단 한 사람
그대 나를 바라볼 때
나를 보며 미소 질 때
난 심장이 멈출 것 같아요 난
그댄 어떤가요
난 정말 감당하기 힘든걸
온종일 그대 생각해
조금 멀리 우리 돌아왔지만
지금이라도 난 괜찮아
OH EVERY TIME I SEE YOU
그대 눈을 볼 때면
자꾸 가슴이 또 설레여와
내 운명이죠
세상 끝이라도
지켜주고 싶은 단 한 사람
날 떠나지 말아요
가끔은 알 수 없는 미래라 해도
날 믿고 기다려줄래요
워 나만의 그대여
내겐 전부라는 말
고백한 적이 있었나요
내 운명이죠
세상 끝이라도
지켜주고 싶은 너
BABY OHOHOHOH
사랑할래요
OHOHOHOH
니 눈빛과 니 미소와
그 향기까지도
BABY OHOHOHOH
기억해줘요
OHOHOHOH
언제나 우리 함께 있음을
i love u"
166,스탠딩 에그,Little Star,"눈을 감고
내가 하는 이야기를 잘 들어봐
나의 얘기가 끝나기 전에
너는 꿈을 꿀거야
Little star tonight
밤새 내가 지켜줄거야
처음 너를 만났을 때
정말 눈이 부셨어
너의 미소를 처음 봤을 땐
세상을 다 가졌어
Little star tonight
밤새 내가 지켜줄거야
내 품에 안긴 채
곤히 잠든 널 보며 나는 잠시도
눈을 뗄 수 없어
이렇게 예쁜데
숨이 멎을 것 같아
내가 어떻게 잠들 수 있겠니
나의 사랑 나의 전부
하늘이 내린 천사
나의 두 눈을 나의 세상을
모두 훔쳐버렸어
Little star tonight
밤새 내가 지켜줄거야
내 품에 안긴 채
곤히 잠든 널 보며
나는 잠시도 눈을 뗄 수 없어
이렇게 예쁜데
숨이 멎을 것 같아
내가 어떻게 잠들 수 있겠니
눈을 감고
내가 하는 이야기를 잘 들어봐
나의 얘기가 끝나기 전에
너는 꿈을 꿀거야
Little star tonight
밤새 내가 지켜줄거야
내 사랑 tonight
밤새 내가 지켜줄거야
평생 내가 지켜줄거야"
167,Zion.T,No Make Up,"진하게 화장을 하고
예쁘게 머리를 하고
오늘도 집을 나서는 넌 예뻐
높은 구두를 신고
짧은 치마를 입고 있는 너
너무나 아름다워 but
넌 모를 거야
자다가 일어나 살짝 부은 얼굴이
얼마나 예쁜지
넌 모를 거야
자기 전 세수한 니 모습이
얼마나 예쁜지
자꾸 거울 보지 마
몸무게 신경 쓰지 마
넌 그냥 그대로 너무 예쁜 걸
No make up ye no make up ye
No make up 일 때 제일 예쁜 너
빨간색 립스틱보다
투명한 립밤이 좋아
저 하늘 구름보다 자연스러워
어제도 힘들었는지
너무 지쳐 보여 너
이리 와서 내 품에 안겨 baby
넌 모를 거야
아이라인 없이 웃는
너의 예쁜 눈 웃음을
넌 모를 거야
메이크업 베이스 지우면
빛나는 우윳빛 피부
자꾸 거울 보지 마
몸무게 신경 쓰지 마
넌 그냥 그대로 너무 예쁜 걸
No make up ye no make up ye
No make up 일 때 제일 예쁜 너
아무리 얘기해도
넌 모르겠다고 하지만
바보 같아
오늘 내일 다음 날도
매일 말해주고파
예쁜 얼굴
넌 그냥 그대로 너무 예쁜 걸
No make up ye no make up ye
No make up 일 때 제일 예쁜 너"
168,볼빨간사춘기,#첫사랑,"어릴 때 넌 키도 작고
빼빼 말랐지 기억나
난 knock 그런 니가
괜히 맘에 들어
두드려보지만 yeah
짓궂게 놀려주는 게
나름 나의 맘이었는데
Why- Don't you know
그런 채로 졸업식
But these days
너의 소식이 어디서 타고 오는 건지
훌쩍 커버린 너는 왜 땜에 멋진 건지
내 timeline에 나타나는
너의 시간이
내 시간을 다 훔쳐가 yeah
Oh winter night when I meet you
나 너를 만나면
그 어릴 때 뭐 모를 때
사실 널 좋아했다고
말해줄 거야 괜히 널 보면
못되게 굴었었다고
말해줄 거야
너도 그 날로 돌아가 솔직 해줄래
어릴 때 넌 숫기 없고
조용했었지 기억나
근데 어쩜 하는 말마다
왜 그렇게 예쁘게 하는데
이제는 놀릴 수 없이
커져버린 너의 어깨가
날 설레게 해 따뜻할 것 같아
Oh winter night when I meet you
나 너를 만나면
그 어릴 때 뭐 모를 때
사실 널 좋아했다고
말해줄 거야 괜히 널 보면
못되게 굴었었다고
말해줄 거야
너도 그 날로 돌아가 솔직 해줄래
널 좋아했던 그때가 그리운 걸까
아님 지금도 떨리는 걸까
yeah
너가 걸어오고 있어
몸이 얼어붙어 아무 말도 못 하겠어
Oh winter night when I meet you
흰 눈이 내리면
난 아직도 널 보는 게
사실 두근거린다고
말해줄 거야 이제
널 보면 예쁘게 웃어준다고
말해줄 거야 너도
그 날로 돌아가 솔직 해줄래"
